ID,code,text
17dd2335-f3ae-46cf-8bd8-bfec5c105044,mGJ,mg/GJ
e9636a74-458d-4d6e-83b3-fe6b1122714d,mHg,mmHg
cca367f8-9ba9-490b-885b-610ac8cac958,mbb,MMBtu/bbl
9816a171-c2cc-4b58-b4c2-181ee51752f7,mbg,MMBtu/gal
fc0b0c0c-8740-4c01-a9ba-df71f7af10e6,mbk,MMBtu/kg
a09ca365-9236-419b-847c-f4efafd3b794,mbl,MMBTU/lb
2ae46b44-7357-498e-ab14-de07fb23eeae,mbm,MMBtu/Mscf
c5cad2b5-c439-4c77-b0fc-29a53a21ae65,mbs,MMBtu/scf
7a847d05-e1ad-40ff-937e-c153662234b0,mbt,MMBtu/ton
582238b6-6b66-49f3-adf3-0ee63e57903b,mjm,MJ/m3
ba5ffc45-6368-4f39-9af7-068b3f02566b,mkG,mcg/GJ
779a63f1-4f60-4e64-afbd-af270c120495,mmB,Mill. BTU
72187017-c6b5-4fe0-abc9-1180d02d63eb,nGJ,ng/GJ
1944d95c-27ad-4d0b-bd12-761d9ffbecb7,nQ,ng/m3
2bdbc01b-8602-459c-b1a5-26d59507575c,pQ,pg/m3
3f9f011b-fd5c-4d07-a9be-00e00d99c677,sM3,Spores/m3
a143d53b-47a9-4d2b-8f1a-1758860c6e04,sMb,scf/MMbbl
5df9f3af-283d-4d1e-a089-5e2b31eaea65,scf,SCF
ba80448c-4fa9-45b2-ac21-c6fd998cd317,sch,scf/h
ddd45e53-d83b-427e-9c59-7a766f3d597b,scy,scf/y
0b75d804-ffc2-4e6a-914a-84d249fcc7a1,tJH,Ton/Year
94192a79-2e26-47a0-a6b1-956020a0bb06,tMb,t/MMbbl
3f632065-1a8e-49c7-bc26-8c56e5af3f1b,tMs,t/Mscf
231d5c50-f3f9-4602-a8eb-28e9d7b0f82f,tbl,t/bbl
d570ed46-bddc-4ec1-a658-bd7431c7fd8a,tbt,t/Btu
e4aaab06-412f-43f5-95b0-8610790542b8,tgl,ton/gal
69ca4d31-8e46-4f8c-9397-1832cc2cd759,thm,Therm
ecb5dafc-2a1b-4b37-b714-ec16ac2120ba,tjl,t/Joule
81ad2cb5-ed58-4bfb-99e1-105f7814a7d0,tm3,t/1000m3
41b04959-b112-42e7-90be-9e4d6c9612a7,tmt,Ton/Month
47361029-db25-46a3-8dd0-ba105c2aaf9b,toS,Ton/Hour
6958eb7c-4528-4362-b566-e77608fb8401,tot,ton/ton
8fc5564e-8fb6-434e-a01b-f7edabe1f5f9,tt,t/t
bdc66b78-9857-4a72-83fb-92b91cad84c7,ttj,t/TJ
